"Kod";"Nazwa";"Miesiące";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"ogółem";"2018";46367;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"ogółem";"2019";42521;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"ogółem";"2020";44561;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"ogółem";"2021";44156;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"mężczyźni";"2017";25844;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"mężczyźni";"2018";22261;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"mężczyźni";"2019";20315;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"mężczyźni";"2020";21885;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"mężczyźni";"2021";21646;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"kobiety";"2017";26287;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"kobiety";"2018";24106;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"kobiety";"2019";22206;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"kobiety";"2020";22676;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"kwiecień";"kobiety";"2021";22510;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"ogółem";"2017";50277;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"ogółem";"2018";44729;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"ogółem";"2019";41601;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"ogółem";"2020";45545;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"ogółem";"2021";43154;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"mężczyźni";"2017";24693;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"mężczyźni";"2018";21170;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"mężczyźni";"2019";19606;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"mężczyźni";"2020";22340;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"mężczyźni";"2021";20983;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"kobiety";"2017";25584;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"kobiety";"2018";23559;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"kobiety";"2019";21995;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"kobiety";"2020";23205;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"maj";"kobiety";"2021";22171;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"ogółem";"2017";47935;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"ogółem";"2018";43056;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"ogółem";"2019";40556;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"ogółem";"2020";45778;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"ogółem";"2021";41832;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"mężczyźni";"2017";23345;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"mężczyźni";"2018";20166;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"mężczyźni";"2019";18783;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"mężczyźni";"2020";22515;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"mężczyźni";"2021";20277;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"kobiety";"2017";24590;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"kobiety";"2018";22890;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"kobiety";"2019";21773;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"kobiety";"2020";23263;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"czerwiec";"kobiety";"2021";21555;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"ogółem";"2017";47897;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"ogółem";"2018";43408;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"ogółem";"2019";40579;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"ogółem";"2020";45927;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"ogółem";"2021";40957;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mężczyźni";"2017";22832;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mężczyźni";"2018";19944;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mężczyźni";"2019";18478;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mężczyźni";"2020";22399;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mężczyźni";"2021";19614;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"kobiety";"2017";25065;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"kobiety";"2018";23464;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"kobiety";"2019";22101;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"kobiety";"2020";23528;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"kobiety";"2021";21343;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ogółem";"2017";47936;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ogółem";"2018";43424;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ogółem";"2019";41122;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ogółem";"2020";45560;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ogółem";"2021";40584;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mężczyźni";"2017";22419;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mężczyźni";"2018";19760;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mężczyźni";"2019";18479;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mężczyźni";"2020";22093;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mężczyźni";"2021";19268;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"kobiety";"2017";25517;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"kobiety";"2018";23664;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"kobiety";"2019";22643;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"kobiety";"2020";23467;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"kobiety";"2021";21316;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"ogółem";"2017";46812;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"ogółem";"2018";42888;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"ogółem";"2019";40701;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"ogółem";"2020";44892;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"ogółem";"2021";39169;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mężczyźni";"2017";21989;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mężczyźni";"2018";19697;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mężczyźni";"2019";18544;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mężczyźni";"2020";21820;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mężczyźni";"2021";18672;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"kobiety";"2017";24823;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"kobiety";"2018";23191;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"kobiety";"2019";22157;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"kobiety";"2020";23072;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"kobiety";"2021";20497;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"ogółem";"2017";45130;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"ogółem";"2018";41946;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"ogółem";"2019";40172;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"ogółem";"2020";44017;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"ogółem";"2021";38113;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"mężczyźni";"2017";21214;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"mężczyźni";"2018";19404;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"mężczyźni";"2019";18442;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"mężczyźni";"2020";21386;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"mężczyźni";"2021";18134;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"kobiety";"2017";23916;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"kobiety";"2018";22542;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"kobiety";"2019";21730;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"kobiety";"2020";22631;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"październik";"kobiety";"2021";19979;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"ogółem";"2017";45504;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"ogółem";"2018";42780;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"ogółem";"2019";40905;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"ogółem";"2020";44061;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"ogółem";"2021";37894;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"mężczyźni";"2017";21552;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"mężczyźni";"2018";19903;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"mężczyźni";"2019";19008;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"mężczyźni";"2020";21360;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"mężczyźni";"2021";18109;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"kobiety";"2017";23952;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"kobiety";"2018";22877;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"kobiety";"2019";21897;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"kobiety";"2020";22701;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"kobiety";"2021";19785;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"ogółem";"2017";46570;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"ogółem";"2018";44118;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"ogółem";"2019";42042;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"ogółem";"2020";44881;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"ogółem";"2021";38035;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"mężczyźni";"2017";22345;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"mężczyźni";"2018";20885;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"mężczyźni";"2019";19899;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"mężczyźni";"2020";21831;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"mężczyźni";"2021";18370;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"kobiety";"2017";24225;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"kobiety";"2018";23233;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"kobiety";"2019";22143;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"kobiety";"2020";23050;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"kobiety";"2021";19665;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"ogółem";"2017";77065;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"ogółem";"2018";63585;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"ogółem";"2019";56512;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"ogółem";"2020";49342;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"ogółem";"2021";54262;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"mężczyźni";"2017";35805;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"mężczyźni";"2018";28484;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"mężczyźni";"2019";24497;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"mężczyźni";"2020";21472;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"mężczyźni";"2021";24460;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"kobiety";"2017";41260;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"kobiety";"2018";35101;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"kobiety";"2019";32015;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"kobiety";"2020";27870;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"kobiety";"2021";29802;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"ogółem";"2017";76645;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"ogółem";"2018";63180;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"ogółem";"2019";56357;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"ogółem";"2020";49477;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"ogółem";"2021";54766;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"mężczyźni";"2017";35989;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"mężczyźni";"2018";28518;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"mężczyźni";"2019";24879;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"mężczyźni";"2020";21757;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"mężczyźni";"2021";24919;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"kobiety";"2017";40656;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"kobiety";"2018";34662;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"kobiety";"2019";31478;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"kobiety";"2020";27720;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"luty";"kobiety";"2021";29847;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"ogółem";"2017";73089;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"ogółem";"2018";60830;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"ogółem";"2019";53708;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"ogółem";"2020";48221;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"ogółem";"2021";53531;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"mężczyźni";"2017";34068;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"mężczyźni";"2018";27306;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"mężczyźni";"2019";23501;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"mężczyźni";"2020";21115;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"mężczyźni";"2021";24406;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"kobiety";"2017";39021;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"kobiety";"2018";33524;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"kobiety";"2019";30207;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"kobiety";"2020";27106;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"marzec";"kobiety";"2021";29125;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"ogółem";"2017";68411;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"ogółem";"2018";56780;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"ogółem";"2019";49912;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"ogółem";"2020";51483;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"ogółem";"2021";51300;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"mężczyźni";"2017";31389;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"mężczyźni";"2018";24962;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"mężczyźni";"2019";21491;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"mężczyźni";"2020";22696;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"mężczyźni";"2021";23168;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"kobiety";"2017";37022;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"kobiety";"2018";31818;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"kobiety";"2019";28421;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"kobiety";"2020";28787;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"kwiecień";"kobiety";"2021";28132;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"ogółem";"2017";64777;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"ogółem";"2018";53568;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"ogółem";"2019";47003;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"ogółem";"2020";53466;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"ogółem";"2021";49094;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"mężczyźni";"2017";29289;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"mężczyźni";"2018";23035;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"mężczyźni";"2019";19900;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"mężczyźni";"2020";23769;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"mężczyźni";"2021";21960;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"kobiety";"2017";35488;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"kobiety";"2018";30533;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"kobiety";"2019";27103;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"kobiety";"2020";29697;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"maj";"kobiety";"2021";27134;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"ogółem";"2017";61458;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"ogółem";"2018";50861;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"ogółem";"2019";45114;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"ogółem";"2020";52928;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"ogółem";"2021";46300;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"mężczyźni";"2017";27270;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"mężczyźni";"2018";21418;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"mężczyźni";"2019";18938;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"mężczyźni";"2020";23854;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"mężczyźni";"2021";20479;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"kobiety";"2017";34188;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"kobiety";"2018";29443;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"kobiety";"2019";26176;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"kobiety";"2020";29074;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"czerwiec";"kobiety";"2021";25821;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"ogółem";"2017";60809;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"ogółem";"2018";50321;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"ogółem";"2019";44458;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"ogółem";"2020";51867;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"ogółem";"2021";44601;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"mężczyźni";"2017";26399;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"mężczyźni";"2018";20803;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"mężczyźni";"2019";18266;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"mężczyźni";"2020";23303;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"mężczyźni";"2021";19370;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"kobiety";"2017";34410;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"kobiety";"2018";29518;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"kobiety";"2019";26192;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"kobiety";"2020";28564;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"lipiec";"kobiety";"2021";25231;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"ogółem";"2017";60895;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"ogółem";"2018";50145;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"ogółem";"2019";44202;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"ogółem";"2020";50697;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"ogółem";"2021";43703;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"mężczyźni";"2017";26078;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"mężczyźni";"2018";20377;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"mężczyźni";"2019";17861;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"mężczyźni";"2020";22497;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"mężczyźni";"2021";18708;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"kobiety";"2017";34817;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"kobiety";"2018";29768;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"kobiety";"2019";26341;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"kobiety";"2020";28200;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"sierpień";"kobiety";"2021";24995;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"ogółem";"2017";60578;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"ogółem";"2018";50280;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"ogółem";"2019";43449;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"ogółem";"2020";50175;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"ogółem";"2021";43006;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"mężczyźni";"2017";25971;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"mężczyźni";"2018";20659;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"mężczyźni";"2019";17633;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"mężczyźni";"2020";22329;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"mężczyźni";"2021";18561;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"kobiety";"2017";34607;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"kobiety";"2018";29621;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"kobiety";"2019";25816;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"kobiety";"2020";27846;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wrzesień";"kobiety";"2021";24445;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"październik";"ogółem";"2017";58975;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"październik";"ogółem";"2018";50651;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"październik";"ogółem";"2019";43443;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"październik";"ogółem";"2020";49748;"osoba";"";
